match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version,season_name
3943077,2024-07-15,04:15:00.000,1,0,available,unscheduled,2024-07-15T15:50:08.671355,,6,223,South America,Copa America,South America - Copa America,282,2024,779,Argentina,male,,11,Argentina,769,Colombia,male,,49,Colombia,26,Final,5337,Hard Rock Stadium,241,United States of America,2638.0,Raphael Claus,31.0,Brazil,Lionel Sebastián Scaloni,Néstor Gabriel Lorenzo,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,5905.0,Néstor Gabriel Lorenzo,,1966-02-28,11.0,Argentina,1.1.0,2,2,2024
3943076,2024-07-14,03:00:00.000,2,2,available,unscheduled,2024-07-15T07:57:02.660641,,6,223,South America,Copa America,South America - Copa America,282,2024,1833,Canada,male,,40,Canada,783,Uruguay,male,,242,Uruguay,25,3rd Place Final,52985,Bank of America Stadium,241,United States of America,1849.0,Alexis Herrera,246.0,Venezuela (Bolivarian Republic),Jesse Marsch,Marcelo Alberto Bielsa Caldera,165.0,Jesse Marsch,,1973-11-08,241.0,United States of America,269.0,Marcelo Alberto Bielsa Caldera,Marcelo Bielsa,1955-07-21,11.0,Argentina,1.1.0,2,2,2024
3942852,2024-07-11,03:00:00.000,0,1,available,unscheduled,2024-07-15T18:00:33.653673,,5,223,South America,Copa America,South America - Copa America,282,2024,783,Uruguay,male,,242,Uruguay,769,Colombia,male,,49,Colombia,15,Semi-finals,52985,Bank of America Stadium,241,United States of America,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Marcelo Alberto Bielsa Caldera,Néstor Gabriel Lorenzo,269.0,Marcelo Alberto Bielsa Caldera,Marcelo Bielsa,1955-07-21,11.0,Argentina,5905.0,Néstor Gabriel Lorenzo,,1966-02-28,11.0,Argentina,1.1.0,2,2,2024
3942785,2024-07-10,03:00:00.000,2,0,available,unscheduled,2024-07-14T15:55:49.351182,,5,223,South America,Copa America,South America - Copa America,282,2024,779,Argentina,male,,11,Argentina,1833,Canada,male,,40,Canada,15,Semi-finals,1001990,MetLife Stadium,241,United States of America,1776.0,Piero Maza Gomez,45.0,Chile,Lionel Sebastián Scaloni,Jesse Marsch,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,165.0,Jesse Marsch,,1973-11-08,241.0,United States of America,1.1.0,2,2,2024
3942416,2024-07-07,01:00:00.000,5,0,available,unscheduled,2024-07-10T06:49:40.099252,,4,223,South America,Copa America,South America - Copa America,282,2024,769,Colombia,male,,49,Colombia,798,Panama,male,,176,Panama,11,Quarter-finals,118193,State Farm Stadium,241,United States of America,252.0,Maurizio Mariani,112.0,Italy,Néstor Gabriel Lorenzo,Thomas Christiansen Tarín,5905.0,Néstor Gabriel Lorenzo,,1966-02-28,11.0,Argentina,415.0,Thomas Christiansen Tarín,Thomas Christiansen,1973-03-11,214.0,Spain,1.1.0,2,2,2024
3942415,2024-07-07,04:00:00.000,0,0,available,unscheduled,2024-07-14T15:32:06.707155,,4,223,South America,Copa America,South America - Copa America,282,2024,783,Uruguay,male,,242,Uruguay,781,Brazil,male,,31,Brazil,11,Quarter-finals,1000154,Allegiant Stadium,241,United States of America,1120.0,Darío Herrera,11.0,Argentina,Marcelo Alberto Bielsa Caldera,Dorival Silvestre Júnior,269.0,Marcelo Alberto Bielsa Caldera,Marcelo Bielsa,1955-07-21,11.0,Argentina,3239.0,Dorival Silvestre Júnior,Dorival Júnior,1962-04-25,31.0,Brazil,1.1.0,2,2,2024
3939986,2024-06-30,03:00:00.000,2,0,available,unscheduled,2024-07-10T08:52:05.304046,,3,223,South America,Copa America,South America - Copa America,282,2024,779,Argentina,male,,11,Argentina,784,Peru,male,,179,Peru,10,Group Stage,5337,Hard Rock Stadium,241,United States of America,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Lionel Sebastián Scaloni,Jorge Daniel Fossati Lurachi,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,3841.0,Jorge Daniel Fossati Lurachi,Jorge Fossati,1952-11-22,242.0,Uruguay,1.1.0,2,2,2024
3939973,2024-06-24,04:00:00.000,3,1,available,unscheduled,2024-07-08T22:09:32.590631,,1,223,South America,Copa America,South America - Copa America,282,2024,783,Uruguay,male,,242,Uruguay,798,Panama,male,,176,Panama,10,Group Stage,5337,Hard Rock Stadium,241,United States of America,1776.0,Piero Maza Gomez,45.0,Chile,Marcelo Alberto Bielsa Caldera,Thomas Christiansen Tarín,269.0,Marcelo Alberto Bielsa Caldera,Marcelo Bielsa,1955-07-21,11.0,Argentina,415.0,Thomas Christiansen Tarín,Thomas Christiansen,1973-03-11,214.0,Spain,1.1.0,2,2,2024
3942229,2024-07-06,04:00:00.000,1,1,available,unscheduled,2024-07-13T23:56:59.669800,,4,223,South America,Copa America,South America - Copa America,282,2024,3563,Venezuela,male,,246,Venezuela (Bolivarian Republic),1833,Canada,male,,40,Canada,11,Quarter-finals,94424,AT&T Stadium,241,United States of America,986.0,Wilton Pereira Sampaio,31.0,Brazil,Fernando Ariel Batista,Jesse Marsch,1001500.0,Fernando Ariel Batista,,1970-08-20,11.0,Argentina,165.0,Jesse Marsch,,1973-11-08,241.0,United States of America,1.1.0,2,2,2024
3942228,2024-07-05,04:00:00.000,1,1,available,unscheduled,2024-07-11T14:18:57.536262,,4,223,South America,Copa America,South America - Copa America,282,2024,779,Argentina,male,,11,Argentina,3565,Ecuador,male,,65,Ecuador,11,Quarter-finals,118199,NRG Stadium,241,United States of America,1814.0,Andrés Matonte,242.0,Uruguay,Lionel Sebastián Scaloni,Félix Sánchez Bas,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,5710.0,Félix Sánchez Bas,Félix Sánchez,1975-12-13,214.0,Spain,1.1.0,2,2,2024
3939985,2024-06-30,03:00:00.000,0,0,available,unscheduled,2024-07-11T13:26:28.603491,,3,223,South America,Copa America,South America - Copa America,282,2024,1833,Canada,male,,40,Canada,3562,Chile,male,,45,Chile,10,Group Stage,4725,Inter&Co Stadium,241,United States of America,175.0,Wilmar Alexander Roldán Pérez,49.0,Colombia,Jesse Marsch,Ricardo Alberto Gareca Nardi,165.0,Jesse Marsch,,1973-11-08,241.0,United States of America,629.0,Ricardo Alberto Gareca Nardi,Ricardo Gareca,1958-02-10,11.0,Argentina,1.1.0,2,2,2024
3939984,2024-06-29,01:00:00.000,3,0,available,unscheduled,2024-07-12T20:46:40.990417,,2,223,South America,Copa America,South America - Copa America,282,2024,769,Colombia,male,,49,Colombia,795,Costa Rica,male,,54,Costa Rica,10,Group Stage,118193,State Farm Stadium,241,United States of America,1845.0,Gustavo Tejera,242.0,Uruguay,Néstor Gabriel Lorenzo,Gustavo Julio Alfaro,5905.0,Néstor Gabriel Lorenzo,,1966-02-28,11.0,Argentina,2881.0,Gustavo Julio Alfaro,Gustavo Alfaro,1962-08-14,11.0,Argentina,1.1.0,2,2,2024
3939981,2024-06-28,01:00:00.000,2,1,available,unscheduled,2024-07-12T04:49:34.884245,,2,223,South America,Copa America,South America - Copa America,282,2024,798,Panama,male,,176,Panama,1839,United States,male,,241,United States of America,10,Group Stage,4673,Mercedes-Benz Stadium,241,United States of America,1834.0,Ivan Arcides Barton Cisneros,67.0,El Salvador,Thomas Christiansen Tarín,Gregg Berhalter,415.0,Thomas Christiansen Tarín,Thomas Christiansen,1973-03-11,214.0,Spain,93.0,Gregg Berhalter,,1973-08-01,241.0,United States of America,1.1.0,2,2,2024
3939992,2024-07-03,04:00:00.000,2,1,available,unscheduled,2024-07-11T16:40:19.575131,,3,223,South America,Copa America,South America - Copa America,282,2024,795,Costa Rica,male,,54,Costa Rica,3567,Paraguay,male,,178,Paraguay,10,Group Stage,117996,Q2 Stadium,241,United States of America,1501.0,Yael Falcón Pérez,11.0,Argentina,Gustavo Julio Alfaro,Daniel Oscar Garnero,2881.0,Gustavo Julio Alfaro,Gustavo Alfaro,1962-08-14,11.0,Argentina,4655.0,Daniel Oscar Garnero,Daniel Garnero,1969-04-01,11.0,Argentina,1.1.0,2,2,2024
3939991,2024-07-03,04:00:00.000,1,1,available,unscheduled,2024-07-13T19:25:51.805879,,3,223,South America,Copa America,South America - Copa America,282,2024,781,Brazil,male,,31,Brazil,769,Colombia,male,,49,Colombia,10,Group Stage,1001237,Levi''s Stadium,241,United States of America,1847.0,Jesús Valenzuela Sáez,246.0,Venezuela (Bolivarian Republic),Dorival Silvestre Júnior,Néstor Gabriel Lorenzo,3239.0,Dorival Silvestre Júnior,Dorival Júnior,1962-04-25,31.0,Brazil,5905.0,Néstor Gabriel Lorenzo,,1966-02-28,11.0,Argentina,1.1.0,2,2,2024
3939990,2024-07-02,04:00:00.000,0,1,available,unscheduled,2024-07-10T06:45:26.112966,,3,223,South America,Copa America,South America - Copa America,282,2024,1839,United States,male,,241,United States of America,783,Uruguay,male,,242,Uruguay,10,Group Stage,1001871,Arrowhead Stadium,241,United States of America,2737.0,Kevin Ortega,179.0,Peru,Gregg Berhalter,Marcelo Alberto Bielsa Caldera,93.0,Gregg Berhalter,,1973-08-01,241.0,United States of America,269.0,Marcelo Alberto Bielsa Caldera,Marcelo Bielsa,1955-07-21,11.0,Argentina,1.1.0,2,2,2024
3939989,2024-07-02,04:00:00.000,1,3,available,unscheduled,2024-07-10T17:45:43.087460,,3,223,South America,Copa America,South America - Copa America,282,2024,3564,Bolivia,male,,27,Bolivia,798,Panama,male,,176,Panama,10,Group Stage,240,Orlando City Stadium,241,United States of America,2426.0,Edina Alves Batista,31.0,Brazil,Antônio Carlos Zago,Thomas Christiansen Tarín,4653.0,Antônio Carlos Zago,,1969-05-18,31.0,Brazil,415.0,Thomas Christiansen Tarín,Thomas Christiansen,1973-03-11,214.0,Spain,1.1.0,2,2,2024
3939988,2024-07-01,03:00:00.000,0,0,available,unscheduled,2024-07-10T06:43:35.826860,,3,223,South America,Copa America,South America - Copa America,282,2024,794,Mexico,male,,147,Mexico,3565,Ecuador,male,,65,Ecuador,10,Group Stage,118193,State Farm Stadium,241,United States of America,1835.0,Mario Alberto Escobar Toca,93.0,Guatemala,Jaime Arturo Lozano Espín,Félix Sánchez Bas,1000115.0,Jaime Arturo Lozano Espín,,1978-09-29,147.0,Mexico,5710.0,Félix Sánchez Bas,Félix Sánchez,1975-12-13,214.0,Spain,1.1.0,2,2,2024
3939987,2024-07-01,03:00:00.000,0,3,available,unscheduled,2024-07-11T17:56:50.225876,,3,223,South America,Copa America,South America - Copa America,282,2024,2305,Jamaica,male,,113,Jamaica,3563,Venezuela,male,,246,Venezuela (Bolivarian Republic),10,Group Stage,117996,Q2 Stadium,241,United States of America,252.0,Maurizio Mariani,112.0,Italy,Heimir Hallgrímsson,Fernando Ariel Batista,648.0,Heimir Hallgrímsson,,1967-06-10,104.0,Iceland,1001500.0,Fernando Ariel Batista,,1970-08-20,11.0,Argentina,1.1.0,2,2,2024
3939983,2024-06-29,04:00:00.000,1,4,available,unscheduled,2024-07-09T14:25:25.481224,,2,223,South America,Copa America,South America - Copa America,282,2024,3567,Paraguay,male,,178,Paraguay,781,Brazil,male,,31,Brazil,10,Group Stage,1000154,Allegiant Stadium,241,United States of America,1776.0,Piero Maza Gomez,45.0,Chile,Daniel Oscar Garnero,Dorival Silvestre Júnior,4655.0,Daniel Oscar Garnero,Daniel Garnero,1969-04-01,11.0,Argentina,3239.0,Dorival Silvestre Júnior,Dorival Júnior,1962-04-25,31.0,Brazil,1.1.0,2,2,2024
3939982,2024-06-28,04:00:00.000,5,0,available,unscheduled,2024-07-09T15:14:11.551053,,2,223,South America,Copa America,South America - Copa America,282,2024,783,Uruguay,male,,242,Uruguay,3564,Bolivia,male,,27,Bolivia,10,Group Stage,1001990,MetLife Stadium,241,United States of America,1852.0,Juan Gabriel Benítez,178.0,Paraguay,Marcelo Alberto Bielsa Caldera,Antônio Carlos Zago,269.0,Marcelo Alberto Bielsa Caldera,Marcelo Bielsa,1955-07-21,11.0,Argentina,4653.0,Antônio Carlos Zago,,1969-05-18,31.0,Brazil,1.1.0,2,2,2024
3939980,2024-06-27,01:00:00.000,3,1,available,unscheduled,2024-07-11T11:05:28.290817,,2,223,South America,Copa America,South America - Copa America,282,2024,3565,Ecuador,male,,65,Ecuador,2305,Jamaica,male,,113,Jamaica,10,Group Stage,1000154,Allegiant Stadium,241,United States of America,1773.0,Cristián Garay,45.0,Chile,Félix Sánchez Bas,Heimir Hallgrímsson,5710.0,Félix Sánchez Bas,Félix Sánchez,1975-12-13,214.0,Spain,648.0,Heimir Hallgrímsson,,1967-06-10,104.0,Iceland,1.1.0,2,2,2024
3939979,2024-06-27,04:00:00.000,1,0,available,unscheduled,2024-07-12T04:01:01.848254,,2,223,South America,Copa America,South America - Copa America,282,2024,3563,Venezuela,male,,246,Venezuela (Bolivarian Republic),794,Mexico,male,,147,Mexico,10,Group Stage,1001411,SoFi Stadium,241,United States of America,2638.0,Raphael Claus,31.0,Brazil,Fernando Ariel Batista,Jaime Arturo Lozano Espín,1001500.0,Fernando Ariel Batista,,1970-08-20,11.0,Argentina,1000115.0,Jaime Arturo Lozano Espín,,1978-09-29,147.0,Mexico,1.1.0,2,2,2024
3939978,2024-06-26,01:00:00.000,0,1,available,unscheduled,2024-07-13T01:00:38.664914,,2,223,South America,Copa America,South America - Copa America,282,2024,784,Peru,male,,179,Peru,1833,Canada,male,,40,Canada,10,Group Stage,4719,Children''s Mercy Park,241,United States of America,1835.0,Mario Alberto Escobar Toca,93.0,Guatemala,Jorge Daniel Fossati Lurachi,Jesse Marsch,3841.0,Jorge Daniel Fossati Lurachi,Jorge Fossati,1952-11-22,242.0,Uruguay,165.0,Jesse Marsch,,1973-11-08,241.0,United States of America,1.1.0,2,2,2024
3939977,2024-06-26,04:00:00.000,0,1,available,unscheduled,2024-07-10T18:09:05.408477,,2,223,South America,Copa America,South America - Copa America,282,2024,3562,Chile,male,,45,Chile,779,Argentina,male,,11,Argentina,10,Group Stage,1001990,MetLife Stadium,241,United States of America,1814.0,Andrés Matonte,242.0,Uruguay,Ricardo Alberto Gareca Nardi,Lionel Sebastián Scaloni,629.0,Ricardo Alberto Gareca Nardi,Ricardo Gareca,1958-02-10,11.0,Argentina,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,1.1.0,2,2,2024
3939976,2024-06-25,04:00:00.000,0,0,available,unscheduled,2024-07-11T11:53:53.844903,,1,223,South America,Copa America,South America - Copa America,282,2024,781,Brazil,male,,31,Brazil,795,Costa Rica,male,,54,Costa Rica,10,Group Stage,1001411,SoFi Stadium,241,United States of America,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Dorival Silvestre Júnior,Gustavo Julio Alfaro,3239.0,Dorival Silvestre Júnior,Dorival Júnior,1962-04-25,31.0,Brazil,2881.0,Gustavo Julio Alfaro,Gustavo Alfaro,1962-08-14,11.0,Argentina,1.1.0,2,2,2024
3939975,2024-06-25,01:00:00.000,2,1,available,unscheduled,2024-07-14T17:04:40.597924,,1,223,South America,Copa America,South America - Copa America,282,2024,769,Colombia,male,,49,Colombia,3567,Paraguay,male,,178,Paraguay,10,Group Stage,118199,NRG Stadium,241,United States of America,1120.0,Darío Herrera,11.0,Argentina,Néstor Gabriel Lorenzo,Daniel Oscar Garnero,5905.0,Néstor Gabriel Lorenzo,,1966-02-28,11.0,Argentina,4655.0,Daniel Oscar Garnero,Daniel Garnero,1969-04-01,11.0,Argentina,1.1.0,2,2,2024
3939974,2024-06-24,01:00:00.000,2,0,available,unscheduled,2024-07-10T13:06:41.582507,,1,223,South America,Copa America,South America - Copa America,282,2024,1839,United States,male,,241,United States of America,3564,Bolivia,male,,27,Bolivia,10,Group Stage,94424,AT&T Stadium,241,United States of America,252.0,Maurizio Mariani,112.0,Italy,Gregg Berhalter,Antônio Carlos Zago,93.0,Gregg Berhalter,,1973-08-01,241.0,United States of America,4653.0,Antônio Carlos Zago,,1969-05-18,31.0,Brazil,1.1.0,2,2,2024
3939972,2024-06-23,01:00:00.000,1,2,available,unscheduled,2024-07-12T21:31:59.102963,,1,223,South America,Copa America,South America - Copa America,282,2024,3565,Ecuador,male,,65,Ecuador,3563,Venezuela,male,,246,Venezuela (Bolivarian Republic),10,Group Stage,1001237,Levi''s Stadium,241,United States of America,175.0,Wilmar Alexander Roldán Pérez,49.0,Colombia,Félix Sánchez Bas,Fernando Ariel Batista,5710.0,Félix Sánchez Bas,Félix Sánchez,1975-12-13,214.0,Spain,1001500.0,Fernando Ariel Batista,,1970-08-20,11.0,Argentina,1.1.0,2,2,2024
3939971,2024-06-23,04:00:00.000,1,0,available,unscheduled,2024-07-12T19:15:02.637961,,1,223,South America,Copa America,South America - Copa America,282,2024,794,Mexico,male,,147,Mexico,2305,Jamaica,male,,113,Jamaica,10,Group Stage,118199,NRG Stadium,241,United States of America,438.0,Ismail Elfath,241.0,United States of America,Jaime Arturo Lozano Espín,Heimir Hallgrímsson,1000115.0,Jaime Arturo Lozano Espín,,1978-09-29,147.0,Mexico,648.0,Heimir Hallgrímsson,,1967-06-10,104.0,Iceland,1.1.0,2,2,2024
3939970,2024-06-22,03:00:00.000,0,0,available,unscheduled,2024-07-07T15:51:25.411244,,1,223,South America,Copa America,South America - Copa America,282,2024,784,Peru,male,,179,Peru,3562,Chile,male,,45,Chile,10,Group Stage,94424,AT&T Stadium,241,United States of America,986.0,Wilton Pereira Sampaio,31.0,Brazil,Jorge Daniel Fossati Lurachi,Ricardo Alberto Gareca Nardi,3841.0,Jorge Daniel Fossati Lurachi,Jorge Fossati,1952-11-22,242.0,Uruguay,629.0,Ricardo Alberto Gareca Nardi,Ricardo Gareca,1958-02-10,11.0,Argentina,1.1.0,2,2,2024
3939969,2024-06-21,03:00:00.000,2,0,available,unscheduled,2024-07-09T10:26:47.528559,,1,223,South America,Copa America,South America - Copa America,282,2024,779,Argentina,male,,11,Argentina,1833,Canada,male,,40,Canada,10,Group Stage,4673,Mercedes-Benz Stadium,241,United States of America,1847.0,Jesús Valenzuela Sáez,246.0,Venezuela (Bolivarian Republic),Lionel Sebastián Scaloni,Jesse Marsch,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,165.0,Jesse Marsch,,1973-11-08,241.0,United States of America,1.1.0,2,2,2024
3888787,1979-09-07,19:00:00.000,3,1,available,unscheduled,2023-06-28T10:55:11.501179,,6,1470,International,FIFA U20 World Cup,International - FIFA U20 World Cup,274,1979,9763,Argentina U20,male,,11,Argentina,17403,Soviet Union U20,male,,188,Russia,26,Final,1000767,Japan National Stadium (Tōkyō (Tokyo)),114,Japan,1009055.0,José Roberto Ramiz Wright,31.0,Brazil,César Luis Menotti,Sergey Korshunov,1001759.0,César Luis Menotti,,1938-11-05,11.0,Argentina,1003287.0,Sergey Korshunov,,1928-10-08,188.0,Russia,1.1.0,2,2,1979
3857256,2022-12-02,21:00:00.000,2,3,available,available,2023-02-17T23:45:15.306706,2023-04-26T23:49:58.956186,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,786,Serbia,male,G,203,Serbia,773,Switzerland,male,G,221,Switzerland,10,Group Stage,1001115,Stadium 974,185,Qatar,1121.0,Fernando Andrés Rapallini,11.0,Argentina,Dragan Stojković,Murat Yakin,5908.0,Dragan Stojković,,1965-03-03,203.0,Serbia,2832.0,Murat Yakin,,1974-09-15,221.0,Switzerland,1.1.0,2,2,2022
3869151,2022-12-03,21:00:00.000,2,1,available,available,2023-07-30T07:46:05.382784,2023-07-30T07:48:51.865595,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,,11,Argentina,792,Australia,male,,14,Australia,33,Round of 16,1000793,Ahmad bin Ali Stadium,185,Qatar,367.0,Szymon Marciniak,182.0,Poland,Lionel Sebastián Scaloni,Graham James Arnold,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,5696.0,Graham James Arnold,,1963-08-03,14.0,Australia,1.1.0,2,2,2022
3857257,2022-11-30,17:00:00.000,1,0,available,available,2023-04-28T17:13:10.958725,2023-06-20T11:04:37.638969,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,792,Australia,male,D,14,Australia,776,Denmark,male,D,61,Denmark,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,2311.0,Mustapha Ghorbal,4.0,Algeria,Graham James Arnold,Kasper Hjulmand,5696.0,Graham James Arnold,,1963-08-03,14.0,Australia,255.0,Kasper Hjulmand,,1972-04-09,61.0,Denmark,1.1.0,2,2,2022
3857258,2022-11-24,21:00:00.000,2,0,available,available,2023-06-24T17:17:27.911026,2023-07-11T14:56:31.096588,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,781,Brazil,male,G,31,Brazil,786,Serbia,male,G,203,Serbia,10,Group Stage,1001114,Lusail Stadium,185,Qatar,741.0,Alireza Faghani,107.0,"Iran, Islamic Republic of",Telê Santana da Silva,Dragan Stojković,4704.0,Telê Santana da Silva,Telê Santana,1931-07-26,31.0,Brazil,5908.0,Dragan Stojković,,1965-03-03,203.0,Serbia,1.1.0,2,2,2022
3857288,2022-11-26,12:00:00.000,0,1,available,available,2023-02-28T21:25:20.888552,2023-04-27T00:30:07.835815,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,777,Tunisia,male,D,232,Tunisia,792,Australia,male,D,14,Australia,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,225.0,Daniel Siebert,85.0,Germany,Jalel Kadri,Graham James Arnold,1001303.0,Jalel Kadri,,,232.0,Tunisia,5696.0,Graham James Arnold,,1963-08-03,14.0,Australia,1.1.0,2,2,2022
3857267,2022-11-29,17:00:00.000,1,2,available,available,2023-03-11T17:17:56.123509,2023-05-19T13:52:07.885530,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,3565,Ecuador,male,A,65,Ecuador,787,Senegal,male,A,202,Senegal,10,Group Stage,1000253,Sheikh Khalifa International Stadium,185,Qatar,76.0,Clément Turpin,78.0,France,Gustavo Julio Alfaro,Aliou Cissé,2881.0,Gustavo Julio Alfaro,Gustavo Alfaro,1962-08-14,11.0,Argentina,635.0,Aliou Cissé,,1976-03-24,202.0,Senegal,1.1.0,2,2,2022
3869321,2022-12-09,21:00:00.000,2,2,available,available,2023-03-30T20:22:22.475740,2023-06-21T17:51:12.511460,5,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,941,Netherlands,male,,160,Netherlands,779,Argentina,male,,11,Argentina,11,Quarter-finals,1001114,Lusail Stadium,185,Qatar,180.0,Antonio Miguel Mateu Lahoz,214.0,Spain,Louis van Gaal,Lionel Sebastián Scaloni,788.0,Louis van Gaal,,1951-08-08,160.0,Netherlands,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,1.1.0,2,2,2022
3857287,2022-11-24,15:00:00.000,0,0,available,available,2023-04-16T15:36:08.565089,2023-04-27T00:36:59.281195,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,783,Uruguay,male,H,242,Uruguay,791,South Korea,male,H,121,Korea (South),10,Group Stage,94425,Education City Stadium ,185,Qatar,76.0,Clément Turpin,78.0,France,Diego Martín Alonso López,Paulo Jorge Gomes Bento,3633.0,Diego Martín Alonso López,Diego Alonso,1975-04-16,242.0,Uruguay,5688.0,Paulo Jorge Gomes Bento,Paulo Bento,1969-06-20,183.0,Portugal,1.1.0,2,2,2022
3869486,2022-12-10,17:00:00.000,1,0,available,available,2023-03-27T04:14:59.777207,2023-04-26T23:03:02.645780,5,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,788,Morocco,male,,154,Morocco,780,Portugal,male,,183,Portugal,11,Quarter-finals,1000838,Al Thumama Stadium,185,Qatar,1094.0,Facundo Tello Figueroa,11.0,Argentina,Hoalid Regragui,Fernando Manuel Fernandes da Costa Santos,1001086.0,Hoalid Regragui,,1975-09-23,154.0,Morocco,607.0,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183.0,Portugal,1.1.0,2,2,2022
3869685,2022-12-18,17:00:00.000,3,3,available,available,2023-02-20T07:27:19.374380,2023-08-17T15:55:15.164685,7,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,,11,Argentina,771,France,male,,78,France,26,Final,1001114,Lusail Stadium,185,Qatar,367.0,Szymon Marciniak,182.0,Poland,Lionel Sebastián Scaloni,Didier Deschamps,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,545.0,Didier Deschamps,,1968-10-15,78.0,France,1.1.0,2,2,2022
3857260,2022-11-30,21:00:00.000,1,2,available,available,2023-03-30T20:21:10.050738,2023-04-27T00:02:11.099509,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,799,Saudi Arabia,male,C,200,Saudi Arabia,794,Mexico,male,C,147,Mexico,10,Group Stage,1001114,Lusail Stadium,185,Qatar,1.0,Michael Oliver,68.0,England,Hervé Renard,Gerardo Daniel Martino,642.0,Hervé Renard,,1968-09-30,78.0,France,163.0,Gerardo Daniel Martino,Gerardo Martino,1962-11-20,11.0,Argentina,1.1.0,2,2,2022
3857264,2022-11-30,21:00:00.000,0,2,available,available,2023-07-25T08:24:09.695404,2023-07-25T09:10:13.832053,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,789,Poland,male,C,182,Poland,779,Argentina,male,C,11,Argentina,10,Group Stage,1001115,Stadium 974,185,Qatar,293.0,Danny Desmond Makkelie,160.0,Netherlands,Czesław Michniewicz,Lionel Sebastián Scaloni,5294.0,Czesław Michniewicz,,1970-02-12,182.0,Poland,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,1.1.0,2,2,2022
3857266,2022-11-26,18:00:00.000,2,1,available,available,2023-08-03T07:22:32.358478,2023-08-03T07:25:02.572748,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,771,France,male,D,78,France,776,Denmark,male,D,61,Denmark,10,Group Stage,1001115,Stadium 974,185,Qatar,367.0,Szymon Marciniak,182.0,Poland,Didier Deschamps,Kasper Hjulmand,545.0,Didier Deschamps,,1968-10-15,78.0,France,255.0,Kasper Hjulmand,,1972-04-09,61.0,Denmark,1.1.0,2,2,2022
3857289,2022-11-26,21:00:00.000,2,0,available,available,2023-02-08T14:48:48.516858,2023-06-20T11:57:08.547882,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,C,11,Argentina,794,Mexico,male,C,147,Mexico,10,Group Stage,1001114,Lusail Stadium,185,Qatar,269.0,Daniele Orsato,112.0,Italy,Lionel Sebastián Scaloni,Gerardo Daniel Martino,5677.0,Lionel Sebastián Scaloni,,1978-05-16,11.0,Argentina,163.0,Gerardo Daniel Martino,Gerardo Martino,1962-11-20,11.0,Argentina,1.1.0,2,2,2022
